m_res,m_mut,fitness
1e-06,1e-06,0
1e-06,1.325711365590108e-06,-0.000141117676335154
1e-06,1.757510624854793e-06,-7.403760824204263e-05
1e-06,2.3299518105153717e-06,4.0226408337311234e-05
1e-06,3.0888435964774785e-06,0.00018084463683453578
1e-06,4.094915062380427e-06,0.00034871273327561985
1e-06,5.428675439323859e-06,0.0005428009886216952
1e-06,7.196856730011514e-06,0.0007590705686113626
1e-06,9.540954763499944e-06,0.0009928705121368515
1e-06,1.2648552168552958e-05,0.00124026227418325
1e-06,1.67683293681101e-05,0.001498179659753822
1e-06,2.2229964825261955e-05,0.001764385321327476
1e-06,2.94705170255181e-05,0.002037574519404191
1e-06,3.906939937054621e-05,0.0023175225089281815
1e-06,5.1794746792312125e-05,0.0026051306188831264
1e-06,6.866488450042999e-05,0.002902385112673325
1e-06,9.102981779915228e-05,0.0032126977015472192
1e-06,0.00012067926406393288,0.003543011092753768
1e-06,0.00015998587196060574,0.0039088179530872335
1e-06,0.00021209508879201905,0.0043326931861481415
1e-06,0.0002811768697974231,0.004819925969824122
1e-06,0.0003727593720314938,0.005352182490084258
1e-06,0.0004941713361323833,0.0059095224163848575
1e-06,0.0006551285568595509,0.0064756542694615815
1e-06,0.000868511373751352,0.00703599530392694
1e-06,0.0011513953993264468,0.0075777255065479065
1e-06,0.0015264179671752333,0.00809000129369264
1e-06,0.0020235896477251575,0.008563106458799772
1e-06,0.0026826957952797246,0.008987073421331204
1e-06,0.0035564803062231283,0.009350837425883893
1e-06,0.004714866363457394,0.009642194335359159
1e-06,0.0062505519252739694,0.00984809502081151
1e-06,0.008286427728546842,0.009954355447308312
1e-06,0.010985411419875572,0.009943593396158459
1e-06,0.014563484775012445,0.0097921600588181
1e-06,0.019306977288832496,0.009469381773354187
1e-06,0.025595479226995333,0.008940926565368807
1e-06,0.0339322177189533,0.00817645373220858
1e-06,0.04498432668969444,0.0071643955940043115
1e-06,0.059636233165946365,0.005938605074927578
1e-06,0.07906043210907701,0.00461257601628022
1e-06,0.10481131341546852,0.0033748334216973895
1e-06,0.1389495494373136,0.002374213321428772
1e-06,0.18420699693267165,0.001604758793655435
1e-06,0.244205309454865,0.0009637343512540248
1e-06,0.323745754281764,0.0003484336842599178
1e-06,0.42919342601287785,-0.00032193113004255866
1e-06,0.5689866029018293,-0.0011176669399570957
1e-06,0.7543120063354607,-0.0021112875786574122
1e-06,1.0,-0.0033874128946192565
1.325711365590108e-06,1e-06,-2.9186028630012462e-05
1.325711365590108e-06,1.325711365590108e-06,0
1.325711365590108e-06,1.757510624854793e-06,-0.0001317925028220976
1.325711365590108e-06,2.3299518105153717e-06,-7.172010504107001e-05
1.325711365590108e-06,3.0888435964774785e-06,4.162710755731437e-05
1.325711365590108e-06,4.094915062380427e-06,0.00018281814382321553
1.325711365590108e-06,5.428675439323859e-06,0.00035168952804547445
1.325711365590108e-06,7.196856730011514e-06,0.0005467504107261195
1.325711365590108e-06,9.540954763499944e-06,0.0007637254282306195
1.325711365590108e-06,1.2648552168552958e-05,0.0009979398724825788
1.325711365590108e-06,1.67683293681101e-05,0.0012455454989502065
1.325711365590108e-06,2.2229964825261955e-05,0.001503617666541794
1.325711365590108e-06,2.94705170255181e-05,0.0017701103336742285
1.325711365590108e-06,3.906939937054621e-05,0.0020439738432326687
1.325711365590108e-06,5.1794746792312125e-05,0.0023252951263466313
1.325711365590108e-06,6.866488450042999e-05,0.002615330718744488
1.325711365590108e-06,9.102981779915228e-05,0.002916624561659387
1.325711365590108e-06,0.00012067926406393288,0.003234142818381973
1.325711365590108e-06,0.00015998587196060574,0.003579003958165137
1.325711365590108e-06,0.00021209508879201905,0.003971521369094076
1.325711365590108e-06,0.0002811768697974231,0.0044261249413777475
1.325711365590108e-06,0.0003727593720314938,0.0049321735625608935
1.325711365590108e-06,0.0004941713361323833,0.005469363458394395
1.325711365590108e-06,0.0006551285568595509,0.00602041350663642
1.325711365590108e-06,0.000868511373751352,0.006570184353195846
1.325711365590108e-06,0.0011513953993264468,0.007105123767923577
1.325711365590108e-06,0.0015264179671752333,0.007613544528586043
1.325711365590108e-06,0.0020235896477251575,0.008085017355490247
1.325711365590108e-06,0.0026826957952797246,0.008509121703883283
1.325711365590108e-06,0.0035564803062231283,0.00887462456989502
1.325711365590108e-06,0.004714866363457394,0.009169425080065829
1.325711365590108e-06,0.0062505519252739694,0.00938082482845779
1.325711365590108e-06,0.008286427728546842,0.009495201894986137
1.325711365590108e-06,0.010985411419875572,0.009495919169034892
1.325711365590108e-06,0.014563484775012445,0.00936028307378077
1.325711365590108e-06,0.019306977288832496,0.009058837122036973
1.325711365590108e-06,0.025595479226995333,0.008558699290121785
1.325711365590108e-06,0.0339322177189533,0.007831044779851977
1.325711365590108e-06,0.04498432668969444,0.006865361726443396
1.325711365590108e-06,0.059636233165946365,0.0056947027154915205
1.325711365590108e-06,0.07906043210907701,0.004427451880531808
1.325711365590108e-06,0.10481131341546852,0.0032416508332819213
1.325711365590108e-06,0.1389495494373136,0.002277176876579666
1.325711365590108e-06,0.18420699693267165,0.0015290328764690753
1.325711365590108e-06,0.244205309454865,0.0009003051839705848
1.325711365590108e-06,0.323745754281764,0.0002924721727474342
1.325711365590108e-06,0.42919342601287785,-0.0003731039427270723
1.325711365590108e-06,0.5689866029018293,-0.0011656372229849395
1.325711365590108e-06,0.7543120063354607,-0.0021570486893082667
1.325711365590108e-06,1.0,-0.0034316148498553796
1.757510624854793e-06,1e-06,-5.457400812518044e-06
1.757510624854793e-06,1.325711365590108e-06,-2.3172030717049785e-05
1.757510624854793e-06,1.757510624854793e-06,0
1.757510624854793e-06,2.3299518105153717e-06,-0.00012143844361315299
1.757510624854793e-06,3.0888435964774785e-06,-6.898039076840694e-05
1.757510624854793e-06,4.094915062380427e-06,4.300965171832596e-05
1.757510624854793e-06,5.428675439323859e-06,0.00018455445860861023
1.757510624854793e-06,7.196856730011514e-06,0.00035421228912145634
1.757510624854793e-06,9.540954763499944e-06,0.0005500136020710899
1.757510624854793e-06,1.2648552168552958e-05,0.0007674782980422319
1.757510624854793e-06,1.67683293681101e-05,0.001001928694424835
1.757510624854793e-06,2.2229964825261955e-05,0.0012496136024070343
1.757510624854793e-06,2.94705170255181e-05,0.0015077589983867083
1.757510624854793e-06,3.906939937054621e-05,0.0017745297374136926
1.757510624854793e-06,5.1794746792312125e-05,0.002049156146081426
1.757510624854793e-06,6.866488450042999e-05,0.0023320632908579867
1.757510624854793e-06,9.102981779915228e-05,0.0026249581214772876
1.757510624854793e-06,0.00012067926406393288,0.0029313935879599928
1.757510624854793e-06,0.00015998587196060574,0.0032591811716309385
1.757510624854793e-06,0.00021209508879201905,0.00362450559812731
1.757510624854793e-06,0.0002811768697974231,0.004046073604211284
1.757510624854793e-06,0.0003727593720314938,0.004523170108159206
1.757510624854793e-06,0.0004941713361323833,0.005037647380638675
1.757510624854793e-06,0.0006551285568595509,0.005571287773797997
1.757510624854793e-06,0.000868511373751352,0.006108432887703518
1.757510624854793e-06,0.0011513953993264468,0.0066349427628802134
1.757510624854793e-06,0.0015264179671752333,0.007138328679977436
1.757510624854793e-06,0.0020235896477251575,0.007607384964257389
1.757510624854793e-06,0.0026826957952797246,0.00803113650981903
1.757510624854793e-06,0.0035564803062231283,0.008398089517255116
1.757510624854793e-06,0.004714866363457394,0.00869617958877629
1.757510624854793e-06,0.0062505519252739694,0.008913017377377761
1.757510624854793e-06,0.008286427728546842,0.009035520354949683
1.757510624854793e-06,0.010985411419875572,0.009047787595576794
1.757510624854793e-06,0.014563484775012445,0.008928080986189402
1.757510624854793e-06,0.019306977288832496,0.008648161758344748
1.757510624854793e-06,0.025595479226995333,0.008176586727793558
1.757510624854793e-06,0.0339322177189533,0.007486009329451251
1.757510624854793e-06,0.04498432668969444,0.006566892056268247
1.757510624854793e-06,0.059636233165946365,0.005451382533440853
1.757510624854793e-06,0.07906043210907701,0.004242724786547453
1.757510624854793e-06,0.10481131341546852,0.003108623294670647
