m_res,m_mut
0.000117549463685,0.000117549463685
,0.0
0.002695188577816504,0.02040816326530612
0.002874871486507435,0.04081632653061224
0.0026552591443606876,0.061224489795918366
0.002294294258576042,0.08163265306122448
0.0018913106596287006,0.1020408163265306
0.0014961277815770545,0.12244897959183673
0.0011369459403730079,0.14285714285714285
0.0008297162962280905,0.16326530612244897
0.0005815084263800075,0.18367346938775508
0.0003920068821010739,0.2040816326530612
0.0002550682534741995,0.22448979591836732
0.0001610035809294594,0.24489795918367346
9.915404526766015e-05,0.26530612244897955
5.990313534820378e-05,0.2857142857142857
3.5666568415347675e-05,0.3061224489795918
2.1004770159439394e-05,0.32653061224489793
1.2268492548528953e-05,0.3469387755102041
7.120864707560036e-06,0.36734693877551017
4.112978565150639e-06,0.3877551020408163
2.366500575298157e-06,0.4081632653061224
1.35740308837988e-06,0.42857142857142855
7.766149922706774e-07,0.44897959183673464
4.433853200466155e-07,0.4693877551020408
2.526840012683328e-07,0.4897959183673469
1.437833939315198e-07,0.5102040816326531
8.170741165169995e-08,0.5306122448979591
4.637795425937207e-08,0.5510204081632653
2.6297692343500295e-08,0.5714285714285714
1.4898172342776501e-08,0.5918367346938775
8.433572313373623e-09,0.6122448979591836
4.770457039555305e-09,0.6326530612244897
2.6965724541803664e-09,0.6530612244897959
1.5234130405632392e-09,0.673469387755102
8.601738369966355e-10,0.6938775510204082
4.854561206528919e-10,0.7142857142857142
2.742418913884817e-10,0.7346938775510203
1.541988917689623e-10,0.7551020408163265
8.70664576377358e-11,0.7755102040816326
4.907234803842247e-11,0.7959183673469387
2.771615125703943e-11,0.8163265306122448
1.547756701461163e-11,0.836734693877551
8.289375424411758e-12,0.8571428571428571
5.061912359442435e-12,0.8775510204081632
3.266756436129941e-12,0.8979591836734693
1.670500450739227e-12,0.9183673469387754
1.7076226834126846e-12,0.9387755102040816
1.7447449160853202e-12,0.9591836734693877
1.7818671487571067e-12,0.9795918367346939
1.2253661351899167e-06,1.1754946368499982e-06
1.6209776189882604e-06,1.5532328143047979e-06
2.1441649417076536e-06,2.0523548979331108e-06
2.8359576476693236e-06,2.7118668806616314e-06
3.7504982172774636e-06,3.5833090981660865e-06
4.959171707961805e-06,4.7347840650154525e-06
6.555988509000249e-06,6.2562786318929834e-06
8.664572937537742e-06,8.266696386238066e-06
1.1447165164906422e-05,1.0923149872812515e-05
1.5116126406095598e-05,1.4433238813820882e-05
1.9948455643124877e-05,1.907127386169855e-05
2.6303798290890415e-05,2.5199713757914467e-05
3.464624789904041e-05,3.3297491194658186e-05
4.556980565417597e-05,4.3997441022921354e-05
5.982649460744327e-05,5.8135755791595295e-05
7.835456368125804e-05,7.681733352853973e-05
0.00010230173215188469,0.00010150212464061581
0.0001330347128689993,0.00013411922587408453
0.0001721217625478357,0.00017721763768741732
0.00022127058231959245,0.00023416546660501704
0.0002822029722610011,0.000309413140056988
0.0003564555004791963,0.000408841203734838
0.00044511910941239045,0.000540219881549198
0.0005485744897301435,0.0007138163124338764
0.0006663365530243693,0.0009431969190683961
0.0007971622185864299,0.0012462876129950091
0.0009395488410424057,0.0016467746903148686
0.0010925935322736349,0.0021759558968452125
0.0012568678955036875,0.002875186322003857
0.0014346082380043228,0.0037991102660782147
0.0016285164608511734,0.005019931648729339
0.0018392082632015638,0.00663305668775124
0.0020625595078845624,0.008764549818931931
0.002288786378872478,0.011580985531209533
0.002503670417284467,0.015302466030186665
0.002689729343852693,0.020219822050028976
0.0028255317841782753,0.026717341043484794
0.002884615950665598,0.035302798939956755
0.0028362423871996314,0.04664714242957665
0.0026488928313182876,0.06163692291214913
0.002297932974531565,0.08144357978227164
0.0017811300408095193,0.1076149874841303
0.001147821233024919,0.14219642066532118
0.0005376689821143759,0.18789039076002997
0.00014884833153395782,0.24826784510312497
2.0187131026206136e-05,0.3280472336175544
1.1876106097762309e-06,0.43346325191419627
2.534534240561459e-08,0.5727540777834367
1.4729801374122373e-10,0.7568051782218694
