m_res,m_mut
0.010038928685307343,0.010038928685307343
,0.0
0.01129429459399672,0.02040816326530612
0.010395007948321452,0.04081632653061224
0.00853387985472971,0.061224489795918366
0.006650449567287415,0.08163265306122448
0.004993106091450841,0.1020408163265306
0.003628911537608719,0.12244897959183673
0.0025575618239423543,0.14285714285714285
0.0017496413901200922,0.16326530612244897
0.0011632547100655778,0.18367346938775508
0.0007530575135107423,0.2040816326530612
0.00047594806169189884,0.22448979591836732
0.00029461260744375695,0.24489795918367346
0.00017920848822061894,0.26530612244897955
0.00010746253543700491,0.2857142857142857
6.370088471855867e-05,0.3061224489795918
3.7411962906463465e-05,0.32653061224489793
2.1809079662163934e-05,0.3469387755102041
1.2636910402740082e-05,0.36734693877551017
7.286201234646174e-06,0.3877551020408163
4.184025347934477e-06,0.4081632653061224
2.394513835749142e-06,0.42857142857142855
1.3664917144899319e-06,0.44897959183673464
7.779530311845996e-07,0.4693877551020408
4.4198801530029886e-07,0.4897959183673469
2.5067096483376297e-07,0.5102040816326531
1.4195043025970697e-07,0.5306122448979591
8.027822155198685e-08,0.5510204081632653
4.534737158169077e-08,0.5714285714285714
2.5589265708884908e-08,0.5918367346938775
1.4427233285933205e-08,0.6122448979591836
8.127429511184e-09,0.6326530612244897
4.575265532072151e-09,0.6530612244897959
2.57420888942412e-09,0.673469387755102
1.447121334497959e-09,0.6938775510204082
8.13189340282704e-10,0.7142857142857142
4.567367205738256e-10,0.7346938775510203
2.5642337869774355e-10,0.7551020408163265
1.4412536251553718e-10,0.7755102040816326
8.119757257500621e-11,0.7959183673469387
4.5297424617943345e-11,0.8163265306122448
2.580383310661912e-11,0.836734693877551
1.3836509358640874e-11,0.8571428571428571
8.426791707980467e-12,0.8775510204081632
4.738340518027312e-12,0.8979591836734693
1.9501833378673813e-12,0.9183673469387754
1.707622703314069e-12,0.9387755102040816
1.74474493603281e-12,0.9591836734693877
1.7818671687514865e-12,0.9795918367346939
0.00045483625125179364,0.00010038928685307348
0.0005468866823739164,0.00012113944679624568
0.0006565128070456076,0.00014617860162288
0.0007865959152887432,0.00017639327351693743
0.0009402763605905256,0.00021285322609866165
0.0011208757943470876,0.00025684933987155475
0.0013317640204816735,0.00030993931640892485
0.0015761562996510139,0.0003740028294566399
0.0018568317216793324,0.0004513080756009065
0.0021757757174437455,0.0005445920807564561
0.0025337729600638337,0.0006571576057613338
0.002930012146078821,0.0007929900820630854
0.0033618072952726853,0.0009568987176552556
0.0038245777200425425,0.0011546867691813437
0.004312234767082576,0.0013933570087642261
0.0048180628792392904,0.001681359660203648
0.005336025636123523,0.00202889158283086
0.005862179432123687,0.0024482572957551098
0.006395619732660817,0.00295430462472268
0.006938293907061352,0.003564950395855304
0.007493285551037557,0.004301814788683769
0.008061820682817512,0.005190986808022193
0.00863995802777246,0.006263947976548119
0.009216269204644767,0.007558686951826582
0.00977156226216477,0.009121044531279477
0.010280860688600377,0.011006336665587042
0.01071667919695358,0.0132813129440179
0.01105189740193309,0.01602651989271393
0.01126102723070874,0.019339152759535252
0.011320087118934162,0.023336496754150057
0.011206289283267173,0.02816007958197358
0.010898610338564934,0.033980682294229264
0.01037969029552083,0.04100438586546137
0.009639134791102469,0.04947986758020993
0.008678162457383003,0.05970720556059632
0.007515376521681946,0.07204850316295408
0.006193113786003975,0.08694070940489607
0.0047830659487953535,0.10491108933562286
0.003388179970238852,0.12659589208467203
0.002134937419370011,0.152762877539506
0.0011473554022484573,0.18433849921877216
0.000498883901768331,0.22244070576270417
0.00016590350080300945,0.2684185223917196
4.008689950383881e-05,0.3238998137319981
6.700171051432962e-06,0.39084891907168684
7.310412878025406e-07,0.47163620064908524
4.837376679418232e-08,0.5691219673602471
1.769158034887626e-09,0.6867577452414251
3.211253323055084e-11,0.8287084802519069
