m_res,m_mut
0.0027059866456311853,0.0027059866456311853
,0.0
0.0026784160640776636,0.02040816326530612
0.0026492417565574496,0.04081632653061224
0.002439718713926798,0.061224489795918366
0.0021634268853643803,0.08163265306122448
0.00187284257641293,0.1020408163265306
0.0015903481510765236,0.12244897959183673
0.0013255817385760065,0.14285714285714285
0.0010828970258076939,0.16326530612244897
0.0008645246631333586,0.18367346938775508
0.0006719137405962786,0.2040816326530612
0.0005061880243926207,0.22448979591836732
0.0003680780266026768,0.24489795918367346
0.0002575192972254832,0.26530612244897955
0.0001731527103066558,0.2857142857142857
0.00011207592475213366,0.3061224489795918
7.013383024758948e-05,0.32653061224489793
4.268360808314e-05,0.3469387755102041
2.5423303555847756e-05,0.36734693877551017
1.4902047566262934e-05,0.3877551020408163
8.633792736550173e-06,0.4081632653061224
4.960122508935897e-06,0.42857142857142855
2.832040548662755e-06,0.44897959183673464
1.609538246731928e-06,0.4693877551020408
9.115222337261365e-07,0.4897959183673469
5.147851903719955e-07,0.5102040816326531
2.9007632537273883e-07,0.5306122448979591
1.6315368668043282e-07,0.5510204081632653
9.162417867393574e-08,0.5714285714285714
5.13871142790165e-08,0.5918367346938775
2.878718921985483e-08,0.6122448979591836
1.6110870517282564e-08,0.6326530612244897
9.008972682966385e-09,0.6530612244897959
5.033522422308416e-09,0.673469387755102
2.810503693933838e-09,0.6938775510204082
1.5683059068884173e-09,0.7142857142857142
8.746557344309064e-10,0.7346938775510203
4.875601607986722e-10,0.7551020408163265
2.7166886575902803e-10,0.7755102040816326
1.5145988155731078e-10,0.7959183673469387
8.460307640861744e-11,0.8163265306122448
4.704083072672319e-11,0.836734693877551
2.6556348100603336e-11,0.8571428571428571
1.4124460599604787e-11,0.8775510204081632
8.523578925851565e-12,0.8979591836734693
4.761634949056704e-12,0.9183673469387754
1.8727902429622188e-12,0.9387755102040816
1.7447449356636638e-12,0.9591836734693877
1.7818671683893284e-12,0.9795918367346939
0.011957855679553339,2.705986645631189e-05
0.011448365361382235,3.3538489023548865e-05
0.010938494082562158,4.156821127697523e-05
0.010428439303560064,5.152039459958986e-05
0.009918490618820358,6.385531102147056e-05
0.009409055680760536,7.914343004044444e-05
0.008900691825391025,9.809180189351262e-05
0.008394144203379115,0.00012157675746172514
0.007890391086866608,0.00015068443712506303
0.007390696717552682,0.00018676102295988052
0.0068966714139081,0.0002314749974350177
0.006410337511725145,0.00028689430796837866
0.005934197756316024,0.0003555820060771856
0.005471299678175241,0.00044071478427453327
0.005025284872180879,0.0005462298928478043
0.004600405752881808,0.0006770072311771207
0.004201484786738838,0.0008390950350163608
0.003833784174795448,0.0010399895974004814
0.003502751498305063,0.0012889819598087904
0.0032136145927739966,0.0015975876074774888
0.002970822184959836,0.0019800790415594755
0.002777368643323038,0.002454145858713627
0.0026341057938206154,0.003041712865713568
0.002539230534734619,0.0037699540655244555
0.002488184296746964,0.004672549410027959
0.0024740650507457536,0.005791242442131815
0.0024883487994668842,0.0071777708656371765
0.0025216728138355315,0.00889625932852929
0.002564791013208043,0.011026185081963985
0.002609728118675337,0.013666053671776666
0.002650392257782621,0.01693795465717093
0.0026818536647557774,0.020993208051046732
0.0026986226897434953,0.026019362620500926
0.002693087012289016,0.032248869707332074
0.0026551156919091385,0.0399698337184118
0.0025733138458749437,0.04953933647833434
0.0024375194516188135,0.0613999516736329
0.0022411828934087406,0.07610021315431258
0.0019826365128891503,0.09431998371781715
0.0016656475756411438,0.11690189763975889
0.001300366671569175,0.14489033111649208
0.0009063042189489989,0.1795797029380885
0.0005205753126154968,0.22257433921801126
0.00021075641077426507,0.2758626708242936
4.83485561000277e-05,0.3419091950207815
5.6547629487809495e-06,0.42376845439235816
3.3755142648881566e-07,0.5252263043910625
9.561053314504749e-09,0.650975002893628
1.1105819055349912e-10,0.8068302193730896
