m_res,m_mut
0.00942220623695172,0.00942220623695172
,0.0
0.010304844532503854,0.02040816326530612
0.009761937369630436,0.04081632653061224
0.008394578438839251,0.061224489795918366
0.006850287057198536,0.08163265306122448
0.005370879773993823,0.1020408163265306
0.004063470730927838,0.12244897959183673
0.002971455529528084,0.14285714285714285
0.002101967756302595,0.16326530612244897
0.0014397758455438826,0.18367346938775508
0.0009564841068375891,0.2040816326530612
0.0006177728100274067,0.22448979591836732
0.00038914747635062074,0.24489795918367346
0.00023993018229208048,0.26530612244897955
0.00014531620479855462,0.2857142857142857
8.674746304069327e-05,0.3061224489795918
5.1187619677120316e-05,0.32653061224489793
2.992682374982464e-05,0.3469387755102041
1.7368051275321547e-05,0.36734693877551017
1.0019893770750733e-05,0.3877551020408163
5.752824449960191e-06,0.4081632653061224
3.2898867830840003e-06,0.42857142857142855
1.8752385442638236e-06,0.44897959183673464
1.065957816485614e-06,0.4693877551020408
6.045285012574306e-07,0.4897959183673469
3.421654919497725e-07,0.5102040816326531
1.9333952027308884e-07,0.5306122448979591
1.0908557744526958e-07,0.5510204081632653
6.14697757587111e-08,0.5714285714285714
3.4599628792355534e-08,0.5918367346938775
1.9456021991640343e-08,0.6122448979591836
1.0930940033847108e-08,0.6326530612244897
6.136516677844041e-09,0.6530612244897959
3.4425806850528196e-09,0.673469387755102
1.9301446909690004e-09,0.6938775510204082
1.0815483205166926e-09,0.7142857142857142
6.058210189315191e-10,0.7346938775510203
3.391935339472072e-10,0.7551020408163265
1.8983075569141896e-10,0.7755102040816326
1.0643157882548177e-10,0.7959183673469387
5.969160838877864e-11,0.8163265306122448
3.345261695451789e-11,0.836734693877551
1.8261862990469725e-11,0.8571428571428571
1.0519727889590752e-11,0.8775510204081632
5.387989618449257e-12,0.8979591836734693
3.3410009411585885e-12,0.9183673469387754
1.707622703298332e-12,0.9387755102040816
1.7447449360173281e-12,0.9591836734693877
1.7818671687362545e-12,0.9795918367346939
0.024619532056826834,9.422206236951715e-05
0.023424515529890003,0.00011384468425011023
0.022246209567547637,0.00013755389986242029
0.021086780025775794,0.00016620078040527792
0.019948795920011964,0.00020081364057981097
0.01883526407997183,0.00024263495119928417
0.017749654587111526,0.0002931659391936629
0.016695913199016265,0.0003542204759804453
0.015678458540167278,0.0004279901885905213
0.014702165981371213,0.0005171231307923102
0.013772347560535858,0.0006248188382100751
0.012894747483367934,0.0007549431795557845
0.012075582230066764,0.0009121671266994885
0.011321654283451695,0.0011021344248990856
0.010640544571439023,0.0013316641819167625
0.010040824762591336,0.001608995648205444
0.009532122584571777,0.0019440839748484557
0.009124753034807595,0.0023489575658442027
0.008828585617537259,0.002838149852331779
0.0086509817639916,0.003429220987819732
0.00859406550056096,0.004143388191304231
0.00865210829712638,0.005006287365211306
0.008810027732282079,0.00604889332736772
0.009043713811860657,0.007308631689848936
0.009322382025546933,0.008830722296950987
0.00961263015101427,0.010669802446629933
0.009883028836131898,0.012891888162921594
0.010107156884752399,0.015576743921605822
0.0102634644087813,0.018820745893307345
0.010332531962698857,0.022740341483634532
0.010293992639288534,0.02747622935476745
0.010124960970964596,0.03319840997546546
0.00980047243127301,0.04011228799514488
0.009295834940041575,0.04846604549418289
0.00859086901782712,0.05855955078225696
0.0076761227764942175,0.07075512253689702
0.006561181186757061,0.08549053567412557
0.005284911192316988,0.10329473581276997
0.003925906373313748,0.1248068264222988
0.002607096462935714,0.15079901022100428
0.0014810818556455637,0.18220430833398385
0.0006794529114457386,0.22015005222389317
0.00023594807512780316,0.26599835062815136
5.850985088554148e-05,0.3213949841126491
9.865501638799863e-06,0.38832848237156664
1.0714789541364504e-06,0.4692015049250089
6.978684534758086e-08,0.5669170875116121
2.4844233189541135e-09,0.6849828500955399
4.315258351471166e-11,0.8276369071613111
