m_res,m_mut
0.0008562664075060001,0.0008562664075060001
0,0.0
0.003756594760967724,0.02040816326530612
0.003983427482334007,0.04081632653061224
0.003648508748585119,0.061224489795918366
0.0031186312243182334,0.08163265306122448
0.002537600474744564,0.1020408163265306
0.0019779165147681935,0.12244897959183673
0.001479455669040832,0.14285714285714285
0.0010626393743518008,0.16326530612244897
0.0007337788226476508,0.18367346938775508
0.0004883680243713951,0.2040816326530612
0.00031455898894856344,0.22448979591836732
0.00019708256204888837,0.24489795918367346
0.00012075549556944325,0.26530612244897955
7.271111954438931e-05,0.2857142857142857
4.3200763175536974e-05,0.3061224489795918
2.5406760148206706e-05,0.32653061224489793
1.4825242147110604e-05,0.3469387755102041
8.598172611421826e-06,0.36734693877551017
4.962714464323067e-06,0.3877551020408163
2.8533404449758718e-06,0.4081632653061224
1.635380222735766e-06,0.42857142857142855
9.34869033657717e-07,0.44897959183673464
5.332512623320703e-07,0.4693877551020408
3.036033478521363e-07,0.4897959183673469
1.7257961412630895e-07,0.5102040816326531
9.796542204477915e-08,0.5306122448979591
5.554380054133198e-08,0.5510204081632653
3.145852575792216e-08,0.5714285714285714
1.7800929113716498e-08,0.5918367346938775
1.0063962265089019e-08,0.6122448979591836
5.6856078855493875e-09,0.6326530612244897
3.2098931286499917e-09,0.6530612244897959
1.8111213113683603e-09,0.673469387755102
1.0213387911953373e-09,0.6938775510204082
5.758220104427686e-10,0.7142857142857142
3.245442377280393e-10,0.7346938775510203
1.8268490026307055e-10,0.7551020408163265
1.03077755927565e-10,0.7755102040816326
5.8190031224669705e-11,0.7959183673469387
3.282307041605251e-11,0.8163265306122448
1.7945419941846876e-11,0.836734693877551
1.0420572838865712e-11,0.8571428571428571
5.385023943483982e-12,0.8775510204081632
3.266756437076933e-12,0.8979591836734693
1.6705004512053557e-12,0.9183673469387754
1.707622683871644e-12,0.9387755102040816
1.7447449165373128e-12,0.9591836734693877
1.781867149202322e-12,0.9795918367346939
1.8189893818666447e-12,1.0
0.0037402620735832513,0.02
0.0037926900450274354,0.021379310344827585
0.00383772379061262,0.022758620689655173
0.0038760935620042944,0.02413793103448276
0.0039084274013844785,0.025517241379310343
0.003935270241337076,0.02689655172413793
0.003957098726996208,0.028275862068965516
0.003974332831306574,0.029655172413793104
0.00398734503383211,0.03103448275862069
0.003996467654308295,0.032413793103448274
0.0040019987701333,0.033793103448275866
0.004004207035613431,0.035172413793103444
0.004003335646548737,0.036551724137931035
0.0039996056287632436,0.03793103448275862
0.0039932185908001004,0.039310344827586205
0.003984359041928028,0.0406896551724138
0.003973196362257218,0.042068965517241375
0.00395988648541767,0.043448275862068966
0.003944573345322982,0.04482758620689655
0.003927390127017417,0.046206896551724136
0.003908460352455696,0.04758620689655173
0.0038878988305317825,0.048965517241379306
0.003865812487515348,0.0503448275862069
0.003842301099363935,0.051724137931034475
0.0038174579384108584,0.05310344827586207
0.003791370346666867,0.05448275862068966
0.003764120245714113,0.055862068965517236
0.0037357845917150028,0.05724137931034483
0.003706435781641896,0.058620689655172406
0.0036761420197303123,0.06
0.0008865811603302491,0.0009
0.0017832264376469193,0.003
0.0022855383259709518,0.0050999999999999995
0.002656385395594639,0.0072
0.0029463800231401267,0.0093
0.0031772064616191996,0.011399999999999999
0.0033627017305824245,0.0135
0.003512617160067426,0.0156
0.00363399164501718,0.0177
0.0037319971710108126,0.0198
1.3793727483592596e-06,1e-06
1.7601693580951412e-06,1.2742749857031348e-06
2.246005317040749e-06,1.6237767391887209e-06
2.865801203789746e-06,2.06913808111479e-06
3.6564064072913445e-06,2.6366508987303555e-06
4.664751146144796e-06,3.359818286283781e-06
5.9505713279824965e-06,4.281332398719396e-06
7.589846648882086e-06,5.455594781168514e-06
9.679126862695313e-06,6.951927961775606e-06
1.234095534698918e-05,8.858667904100832e-06
1.5730631053789238e-05,1.1288378916846883e-05
2.0044582503132426e-05,1.438449888287663e-05
2.553064273875063e-05,1.8329807108324375e-05
3.250051419304271e-05,2.3357214690901213e-05
4.134462938004775e-05,2.9763514416313192e-05
5.2549488656801676e-05,3.792690190732254e-05
6.671722382018246e-05,4.8329302385717524e-05
8.458662415453031e-05,6.158482110660255e-05
0.00010705396230434387,7.847599703514606e-05
0.00013519065019104067,0.0001
0.00016966246823583346,0.00012695992776955487
0.0002122206731149929,0.00016118823259250574
0.0002643754314360268,0.0002046444636724674
0.0003277158452233259,0.00025981646326295757
0.00040380567132977516,0.00032986279409206266
0.0004940321313249652,0.00041879356511791827
0.0005994170236945845,0.0005317000077772522
0.0007204219760798252,0.000675045945824717
0.0009527243907423517,0.001
0.001073358584964199,0.0012000000000000001
0.0011810379384933974,0.0014
0.0012782269898545943,0.0015999999999999999
0.0013668342096538836,0.0018
0.00144835044896868,0.002
0.0015239496608585167,0.0021999999999999997
0.0015945630400741387,0.0024
0.0016609342382110485,0.0026
0.0017236609331112648,0.0028
