m_res,m_mut
0.002266793100970134,0.002266793100970134
,0.0
0.001706053707604819,0.02040816326530612
0.0016358660537856458,0.04081632653061224
0.0014870197065683876,0.061224489795918366
0.0013088446132281082,0.08163265306122448
0.0011313495835714874,0.1020408163265306
0.0009657893842670879,0.12244897959183673
0.0008153070445688303,0.14285714285714285
0.0006800088238973722,0.16326530612244897
0.000559065646277963,0.18367346938775508
0.00045157082866833414,0.2040816326530612
0.0003568634873145755,0.22448979591836732
0.0002746015796676669,0.24489795918367346
0.0002046894236283811,0.26530612244897955
0.00014708948945606505,0.2857142857142857
0.00010154248629111561,0.3061224489795918
6.727910221389409e-05,0.32653061224489793
4.28827879750087e-05,0.3469387755102041
2.64318157873554e-05,0.36734693877551017
1.5861918242096217e-05,0.3877551020408163
9.330324150201347e-06,0.4081632653061224
5.410154482962837e-06,0.42857142857142855
3.1055944659083587e-06,0.44897959183673464
1.7701167096333693e-06,0.4693877551020408
1.0038313146192945e-06,0.4897959183673469
5.671644025150419e-07,0.5102040816326531
3.19550408982449e-07,0.5306122448979591
1.7964677495352404e-07,0.5510204081632653
1.0081745470728985e-07,0.5714285714285714
5.649659671706503e-08,0.5918367346938775
3.1621176052409646e-08,0.6122448979591836
1.7679979842926006e-08,0.6326530612244897
9.87635864840875e-09,0.6530612244897959
5.512584116493357e-09,0.673469387755102
3.0747656742062983e-09,0.6938775510204082
1.7139305800371774e-09,0.7142857142857142
9.548742655558473e-10,0.7346938775510203
5.319885246143678e-10,0.7551020408163265
2.9620341808104614e-10,0.7755102040816326
1.647348296810425e-10,0.7959183673469387
9.19125771109931e-11,0.8163265306122448
5.1288965839876654e-11,0.836734693877551
2.8459434283373855e-11,0.8571428571428571
1.5960822948188656e-11,0.8775510204081632
8.268241420973717e-12,0.8979591836734693
4.816166321425275e-12,0.9183673469387754
2.406433025252925e-12,0.9387755102040816
1.2028638020164615e-12,0.9591836734693877
1.2029532914019672e-12,0.9795918367346939
0.010930809046683964,2.2667931009701314e-05
0.010470577662720113,2.8196772141526867e-05
0.010009426923585711,3.5074130005994905e-05
0.009547454614048496,4.362891573201237e-05
0.009084824696554833,5.427026379915041e-05
0.008621787772753875,6.750709898271222e-05
0.008158706446248953,8.39724757913017e-05
0.007696086394840514,0.00010445385443576105
0.0072346140065873065,0.00012993076128425102
0.0067752012780551655,0.0001616216349228877
0.006319038380467258,0.00020104209824493193
0.005867653605186644,0.00025007744344381186
0.005422979188647008,0.0003110727965204644
0.004987419349325489,0.00038694527344208075
0.004563913304981225,0.00048132349184483084
0.004155980356272017,0.0005987211104579596
0.0037677256850216874,0.0007447526958097741
0.003403774118875136,0.000926402240087496
0.003069086682804387,0.0011523571720757318
0.0027686080268744012,0.0014334238353190512
0.0025067075031251387,0.001783044303841713
0.0022864375835606205,0.002217939252248267
0.002108759131619523,0.0027589076256067614
0.0019720408552848455,0.0034318213534998703
0.0018721832640276079,0.004268862680658799
0.0018034355386044596,0.0053100632897854355
0.0017594296857198304,0.0066052188254449576
0.0017338078862552434,0.008216270381548567
0.0017204943110157298,0.010220266847580891
0.0017141499719053742,0.012713049788421648
0.0017106714476424014,0.015813837087937002
0.0017069313829618641,0.01967092457008772
0.001699572091890469,0.024468778278818083
0.0016836254908797006,0.030436856606546873
0.0016519443304199252,0.03786058419146557
0.0015961346715108904,0.047095002412658064
0.0015088946928624592,0.05858174932092651
0.0013864271625154666,0.0728701810741914
0.0012294418327752704,0.09064364501468686
0.0010426580629189568,0.11275216090355718
0.0008336510924784603,0.14025307329997344
0.0006119412376034783,0.1744616192936053
0.00039010094454470183,0.21701383000320065
0.00019051966999956938,0.2699447741190617
5.509961434130423e-05,0.33578588550377947
7.246081440493722e-06,0.4176860295647978
4.361009891040522e-07,0.5195620984243002
1.198314778039036e-08,0.6462863371330062
1.308973235643664e-10,0.8039193598446349
