m_res1,m_res2,dfit1,dfit2
1e-06,0.23357214690901212,-0.18893372250245247,-0.005021801096380214
2.06913808111479e-06,0.23357214690901212,-0.17565885766139888,-0.0050776068237154475
4.281332398719396e-06,0.23357214690901212,-0.15598282414016132,-0.00514999706638721
8.858667904100832e-06,0.23357214690901212,-0.12613141133887423,-0.00525472292935146
1.8329807108324375e-05,0.23357214690901212,-0.09067038032016526,-0.0054049168092540276
3.792690190732254e-05,0.23357214690901212,-0.048008045459152486,-0.005639277239621876
7.847599703514606e-05,0.23357214690901212,-0.003152728135849547,-0.005984883685861118
0.0001623776739188721,0.23357214690901212,0.03284478160888586,-0.006439280504644206
1e-06,0.11288378916846883,-0.19927956493889615,-0.004762397022746444
2.06913808111479e-06,0.11288378916846883,-0.1984743569934371,-0.004766158969338359
4.281332398719396e-06,0.11288378916846883,-0.19669762646044778,-0.004774487265507382
8.858667904100832e-06,0.11288378916846883,-0.19264854873521103,-0.004793724072316337
1.8329807108324375e-05,0.11288378916846883,-0.184001038963915,-0.004835574468294911
3.792690190732254e-05,0.11288378916846883,-0.16907521925460348,-0.004905498289476881
7.847599703514606e-05,0.11288378916846883,-0.14716818101971268,-0.00500468852774812
0.0001623776739188721,0.11288378916846883,-0.11879685554109369,-0.005150908667476977
0.0003359818286283781,0.11288378916846883,-0.0857821887360194,-0.005383094881308831
0.0006951927961775605,0.11288378916846883,-0.05537836053441658,-0.005696496541834873
0.0014384498882876629,0.11288378916846883,-0.03620491281384683,-0.005934798989054678
1e-06,0.05455594781168514,-0.1997043007221158,-0.004048769313303584
2.06913808111479e-06,0.05455594781168514,-0.19938647621993955,-0.004050345966174346
4.281332398719396e-06,0.05455594781168514,-0.1987239619815912,-0.004053579870746428
8.858667904100832e-06,0.05455594781168514,-0.19733325278274877,-0.004060172970185225
1.8329807108324375e-05,0.05455594781168514,-0.1943905605527761,-0.004073395338589393
3.792690190732254e-05,0.05455594781168514,-0.18820982363798933,-0.004099250318557358
7.847599703514606e-05,0.05455594781168514,-0.17618062772106582,-0.004146931487764534
0.0001623776739188721,0.05455594781168514,-0.1563425839257084,-0.004217669325118704
0.0003359818286283781,0.05455594781168514,-0.12919035747216076,-0.004286510182829178
0.0006951927961775605,0.05455594781168514,-0.0978120136942498,-0.004320222396839178
0.0014384498882876629,0.05455594781168514,-0.06755724355194533,-0.004126435080784067
0.002976351441631316,0.05455594781168514,-0.04345399079344441,-0.003289692740438161
1e-06,0.026366508987303555,-0.19979659244726777,-0.0019152100295223222
2.06913808111479e-06,0.026366508987303555,-0.19957888998324744,-0.001915959849108084
4.281332398719396e-06,0.026366508987303555,-0.19912808517440034,-0.0019174618494550988
8.858667904100832e-06,0.026366508987303555,-0.19819325617741884,-0.001920316861254989
1.8329807108324375e-05,0.026366508987303555,-0.19625268787479794,-0.0019252281352249636
3.792690190732254e-05,0.026366508987303555,-0.19222849450840343,-0.0019314965249493483
7.847599703514606e-05,0.026366508987303555,-0.18401272017053552,-0.001931308165963824
0.0001623776739188721,0.026366508987303555,-0.16834192607202614,-0.0018959877652255388
0.0003359818286283781,0.026366508987303555,-0.1429266253477005,-0.001730001113935467
0.0006951927961775605,0.026366508987303555,-0.11027408441119727,-0.001199943804042205
0.0014384498882876629,0.026366508987303555,-0.07662112843503932,-0.00012168475949093489
0.002976351441631316,0.026366508987303555,-0.04687060914908278,0.0015996317048739197
1e-06,0.012742749857031322,-0.19982554043168535,0.0037337718358202055
2.06913808111479e-06,0.012742749857031322,-0.19963896599696407,0.0037338662615352828
4.281332398719396e-06,0.012742749857031322,-0.1992531278902738,0.0037341448329720342
8.858667904100832e-06,0.012742749857031322,-0.19845495188278073,0.0037350319842185953
1.8329807108324375e-05,0.012742749857031322,-0.19680510438262622,0.003738207285874321
3.792690190732254e-05,0.012742749857031322,-0.1934028167098955,0.0037502072846608532
7.847599703514606e-05,0.012742749857031322,-0.1864476273293015,0.00379583796290611
0.0001623776739188721,0.012742749857031322,-0.17267715278284582,0.003959272711984498
0.0003359818286283781,0.012742749857031322,-0.14798304684426886,0.004472430008371098
0.0006951927961775605,0.012742749857031322,-0.11220960781941137,0.005795094245621144
0.0014384498882876629,0.012742749857031322,-0.07342542161737838,0.007896321100459
0.002976351441631316,0.012742749857031322,-0.03955585403377178,0.00889874664927689
1e-06,0.00615848211066026,-0.1998297221607586,0.01725458175291924
2.06913808111479e-06,0.00615848211066026,-0.19964763757029763,0.017253846879494106
4.281332398719396e-06,0.00615848211066026,-0.19927118681171105,0.017252402529375006
8.858667904100832e-06,0.00615848211066026,-0.19849274955001212,0.017249694335029132
1.8329807108324375e-05,0.00615848211066026,-0.19688488044969907,0.017245324044685338
3.792690190732254e-05,0.00615848211066026,-0.1935720623055898,0.017241237458421852
7.847599703514606e-05,0.00615848211066026,-0.18679425357350216,0.017251856492363823
0.0001623776739188721,0.00615848211066026,-0.17322498394554964,0.017337604945677827
0.0003359818286283781,0.00615848211066026,-0.14780883979639314,0.017662723282227403
0.0006951927961775605,0.00615848211066026,-0.10769049073062338,0.018337456774396292
0.0014384498882876629,0.00615848211066026,-0.06117943040541415,0.01803867386886149
1e-06,0.002976351441631316,-0.19981432666831475,0.05120444689560082
2.06913808111479e-06,0.002976351441631316,-0.1996157618091253,0.05118445988398908
4.281332398719396e-06,0.002976351441631316,-0.19920514304633802,0.05114308390227382
8.858667904100832e-06,0.002976351441631316,-0.198355703480695,0.051057443264110915
1.8329807108324375e-05,0.002976351441631316,-0.19659962361183386,0.050880066741048086
3.792690190732254e-05,0.002976351441631316,-0.1929744169253361,0.05051226729413675
7.847599703514606e-05,0.002976351441631316,-0.18552456253434574,0.04974656545036909
0.0001623776739188721,0.002976351441631316,-0.17044964448990202,0.048136997670366284
0.0003359818286283781,0.002976351441631316,-0.14148828088008172,0.044683797567222565
0.0006951927961775605,0.002976351441631316,-0.09371774549785628,0.03719127795185145
0.0014384498882876629,0.002976351441631316,-0.037860203851982854,0.02233957099948698
1e-06,0.0014384498882876629,-0.19977105350442687,0.12792724894107543
2.06913808111479e-06,0.0014384498882876629,-0.19952611467349032,0.1277833893120864
4.281332398719396e-06,0.0014384498882876629,-0.19901922912210857,0.12748183175953007
8.858667904100832e-06,0.0014384498882876629,-0.1979692405477574,0.1268580499597165
1.8329807108324375e-05,0.0014384498882876629,-0.19579248764145576,0.12556699403729535
3.792690190732254e-05,0.0014384498882876629,-0.19127354439877373,0.1228944264680806
7.847599703514606e-05,0.0014384498882876629,-0.1818853438095803,0.11737052875334915
0.0001623776739188721,0.0014384498882876629,-0.16251738024059512,0.10607290997768568
0.0003359818286283781,0.0014384498882876629,-0.12435014403659567,0.08392786820491002
0.0006951927961775605,0.0014384498882876629,-0.06175913253784854,0.04631813480633279
1e-06,0.0006951927961775605,-0.19967598227199185,0.2484768331957734
2.06913808111479e-06,0.0006951927961775605,-0.19932903081866615,0.2478269697936007
4.281332398719396e-06,0.0006951927961775605,-0.1986098490554516,0.24646658058583715
8.858667904100832e-06,0.0006951927961775605,-0.197115452880323,0.24366096088699227
1.8329807108324375e-05,0.0006951927961775605,-0.19399758692951585,0.23789177396317768
3.792690190732254e-05,0.0006951927961775605,-0.1874431588042664,0.22612148712405214
7.847599703514606e-05,0.0006951927961775605,-0.17350784693585022,0.20257845211014114
0.0001623776739188721,0.0006951927961775605,-0.1437480249023024,0.1579441701507868
0.0003359818286283781,0.0006951927961775605,-0.08426041061713664,0.08500121020189785
1e-06,0.0003359818286283781,-0.19947669090578604,0.3765007213467415
2.06913808111479e-06,0.0003359818286283781,-0.19891519738541938,0.3743364740320407
4.281332398719396e-06,0.0003359818286283781,-0.19774731663447076,0.3698120169763051
8.858667904100832e-06,0.0003359818286283781,-0.19530412786322043,0.3605393272506686
1.8329807108324375e-05,0.0003359818286283781,-0.19013710789324545,0.34174120222098053
3.792690190732254e-05,0.0003359818286283781,-0.17898986794535326,0.30456314814461494
7.847599703514606e-05,0.0003359818286283781,-0.154243756795929,0.23532825737767382
0.0001623776739188721,0.0003359818286283781,-0.09927034838044199,0.12469974282596637
1e-06,0.0001623776739188721,-0.19906279348408903,0.4749297105776915
2.06913808111479e-06,0.0001623776739188721,-0.19805271773394745,0.46906123216252216
4.281332398719396e-06,0.0001623776739188721,-0.19593697566451354,0.45685880417413793
8.858667904100832e-06,0.0001623776739188721,-0.1914481372825439,0.4322117206421899
1.8329807108324375e-05,0.0001623776739188721,-0.18169089369086733,0.38379452221287275
3.792690190732254e-05,0.0001623776739188721,-0.15960253158686266,0.2946470104317977
7.847599703514606e-05,0.0001623776739188721,-0.10776182552026115,0.15442567040629787
1e-06,7.847599703514606e-05,-0.1982022145715954,0.5327007159812014
2.06913808111479e-06,7.847599703514606e-05,-0.19624681439102057,0.518534978770682
4.281332398719396e-06,7.847599703514606e-05,-0.19209142782910782,0.48998302484745787
8.858667904100832e-06,7.847599703514606e-05,-0.18302330634288003,0.43411400049108395
1.8329807108324375e-05,7.847599703514606e-05,-0.16228755098511463,0.3319386506988551
3.792690190732254e-05,7.847599703514606e-05,-0.11222378608935184,0.17280262511288147
1e-06,3.792690190732254e-05,-0.19640112227884662,0.5537872841564289
2.06913808111479e-06,3.792690190732254e-05,-0.1924117884722014,0.5229524994839383
4.281332398719396e-06,3.792690190732254e-05,-0.18368816071427307,0.4627490111552364
8.858667904100832e-06,3.792690190732254e-05,-0.16363495920118964,0.35305059374396497
1.8329807108324375e-05,3.792690190732254e-05,-0.11450216745736251,0.1831469397700386
1e-06,1.8329807108324375e-05,-0.19257576622212338,0.541056010341595
2.06913808111479e-06,1.8329807108324375e-05,-0.18402801217773532,0.47847222804461254
