m_res1,m_res2,dfit1,dfit2
0.006768750009458534,0.04406236427773573,-0.004571885256973182,-0.0009264906862532247
0.006768750009458534,0.0376939097538836,-0.0052092678919937,-0.0006325273169827389
0.006768750009458534,0.03224590545296395,-0.005587907178042811,-0.0003166242979606621
0.006768750009458534,0.02758531617629184,-0.005715775869589391,1.4130726970862091e-05
0.006768750009458534,0.02359833466782194,-0.005617265352788234,0.0003500073954619338
0.006768750009458534,0.02018760254679039,-0.005309536769016602,0.0006791535190130408
0.006768750009458534,0.017269832906594344,-0.004821241270878387,0.0009818377855544285
0.005790443980602483,0.07038135554931554,-1.1777200078336766e-05,-0.0017499138596496894
0.005790443980602483,0.06020894493336132,-0.0017923120861811476,-0.0015634823904290673
0.005790443980602483,0.05150678076168122,-0.00331627174614441,-0.001341681333741424
0.005790443980602483,0.04406236427773573,-0.00454159904302031,-0.0010838108466249144
0.005790443980602483,0.0376939097538836,-0.005458679828030508,-0.0007919336115698878
0.005790443980602483,0.03224590545296395,-0.006073260956857361,-0.00046993799303343556
0.005790443980602483,0.02758531617629184,-0.006399513631039412,-0.00012272941950900373
0.005790443980602483,0.02359833466782194,-0.006455610935575376,0.00024349709054633035
0.005790443980602483,0.02018760254679039,-0.0062615729949124085,0.0006192371043019296
0.005790443980602483,0.017269832906594344,-0.00583993631664977,0.0009877103935087884
0.005790443980602483,0.014773776525985112,-0.005219709463049828,0.0013192182593720996
0.005790443980602483,0.012638482029342984,-0.004434484279997362,0.0015683015068892958
0.005790443980602483,0.010811807510766078,-0.003532071241388311,0.0016744985042657975
0.005790443980602483,0.009249147277217335,-0.0025700577795497413,0.0015754531520508293
0.005790443980602483,0.007912342618981327,-0.001614518052399661,0.0012317103723675246
0.005790443980602483,0.006768750009458534,-0.0007368161521994872,0.0006625756778086163
0.00495353520895917,0.08227241341700466,0.0043643271986811005,-0.0020078303308161283
0.00495353520895917,0.07038135554931554,0.0020054239662122015,-0.0018682721324853311
0.00495353520895917,0.06020894493336132,-0.00015701994804211158,-0.0016968496868024676
0.00495353520895917,0.05150678076168122,-0.0020413009078207455,-0.0014887870918717618
0.00495353520895917,0.04406236427773573,-0.003605285246992964,-0.0012421181340426875
0.00495353520895917,0.0376939097538836,-0.004834286213527269,-0.0009571266322907832
0.00495353520895917,0.03224590545296395,-0.005730403125972494,-0.0006354655924731509
0.00495353520895917,0.02758531617629184,-0.006304085537010144,-0.0002793428544035072
0.00495353520895917,0.02359833466782194,-0.006569293568327295,0.00010800088341007175
0.00495353520895917,0.02018760254679039,-0.006542213973684291,0.0005197940775720536
0.00495353520895917,0.017269832906594344,-0.006243120011847204,0.0009409961126277023
0.00495353520895917,0.014773776525985112,-0.005700381555239632,0.001342322154471121
0.00495353520895917,0.012638482029342984,-0.004954527789554857,0.0016761940941148533
0.00495353520895917,0.010811807510766078,-0.0040602312612308435,0.0018788453401593342
0.00495353520895917,0.009249147277217335,-0.0030855107772172928,0.001882258005708731
0.00495353520895917,0.007912342618981327,-0.002108208206315704,0.0016376861245153704
0.00495353520895917,0.006768750009458534,-0.0012117500633543612,0.0011499199267491205
0.00495353520895917,0.005790443980602483,-0.00047099887998050137,0.000528962639857193
0.004237587160604063,0.09617248711152965,0.011014171872507712,-0.0022005246062831363
0.004237587160604063,0.08227241341700466,0.008292534453167492,-0.0021001461611435636
0.004237587160604063,0.07038135554931554,0.005593328110137946,-0.0019767020832673074
0.004237587160604063,0.06020894493336132,0.0030734269070714438,-0.0018220694640580157
0.004237587160604063,0.05150678076168122,0.0008311291537811583,-0.0016304679906557127
0.004237587160604063,0.04406236427773573,-0.0010818611033067088,-0.0013986639719673344
0.004237587160604063,0.0376939097538836,-0.0026447743461423413,-0.0011252980734732193
0.004237587160604063,0.03224590545296395,-0.0038546731952193753,-0.0008099120272011842
0.004237587160604063,0.02758531617629184,-0.004716874121759438,-0.0004522202482273871
0.004237587160604063,0.02359833466782194,-0.0052401887256497805,-5.287188135223034e-05
0.004237587160604063,0.02018760254679039,-0.005436583418259154,0.00038342425848909655
0.004237587160604063,0.017269832906594344,-0.0053244163609328194,0.0008425077198392974
0.004237587160604063,0.014773776525985112,-0.004933802533624979,0.001294423185391884
0.004237587160604063,0.012638482029342984,-0.00431018842925875,0.00168954602305234
0.004237587160604063,0.010811807510766078,-0.0035155418662974496,0.0019608351652447426
0.004237587160604063,0.009249147277217335,-0.0026262442945172416,0.0020350329082464854
0.004237587160604063,0.007912342618981327,-0.0017294107396148709,0.0018541002112533078
0.004237587160604063,0.006768750009458534,-0.0009193301549714051,0.0014065841738965684
0.004237587160604063,0.005790443980602483,-0.00028744690286933703,0.0007740975017971963
0.003625117049988535,0.11242100350620862,0.020002358395261235,-0.0023408552509566693
0.003625117049988535,0.09617248711152965,0.017413166291269783,-0.0022664609512084684
0.003625117049988535,0.08227241341700466,0.014521411863342038,-0.00218121357087315
0.003625117049988535,0.07038135554931554,0.011579216370894565,-0.0020748614579930067
0.003625117049988535,0.06020894493336132,0.008773463425378044,-0.0019385283812206337
0.003625117049988535,0.05150678076168122,0.0062210968659534285,-0.0017656050389086631
0.003625117049988535,0.04406236427773573,0.003985391393637714,-0.0015517687707716995
0.003625117049988535,0.0376939097538836,0.002094979767788839,-0.0012941910173744622
0.003625117049988535,0.03224590545296395,0.0005595422805648809,-0.0009905151004963259
0.003625117049988535,0.02758531617629184,-0.0006202110691341456,-0.0006383176617483044
0.003625117049988535,0.02359833466782194,-0.0014477714261815636,-0.0002363262970733893
0.003625117049988535,0.02018760254679039,-0.001931568563082148,0.00021186956529471826
0.003625117049988535,0.017269832906594344,-0.002089341077753055,0.0006918875750106059
0.003625117049988535,0.014773776525985112,-0.001953101910236193,0.0011723018567173819
0.003625117049988535,0.012638482029342984,-0.0015718059484178923,0.0016012323567765562
0.003625117049988535,0.010811807510766078,-0.0010104993265758063,0.001908741345101729
0.003625117049988535,0.009249147277217335,-0.00034808488990490066,0.0020168260444954665
0.003625117049988535,0.007912342618981327,0.0003252114549878478,0.0018579182272520864
0.003625117049988535,0.006768750009458534,0.0009092899475905509,0.0014027902530983306
0.003625117049988535,0.005790443980602483,0.0013041067926074775,0.0007054827319525878
0.0031011689265747783,0.13141473626117567,0.030847447377508642,-0.0024470433283648612
0.0031011689265747783,0.11242100350620862,0.029252197818532822,-0.002382959742725011
0.0031011689265747783,0.09617248711152965,0.026890041434409602,-0.0023212501573667
0.0031011689265747783,0.08227241341700466,0.024062996568409423,-0.002251630853988802
0.0031011689265747783,0.07038135554931554,0.021066204438854874,-0.0021631020637874797
0.0031011689265747783,0.06020894493336132,0.018120707812735438,-0.0020462284054667485
0.0031011689265747783,0.05150678076168122,0.015366551532093596,-0.0018937612884100906
0.0031011689265747783,0.04406236427773573,0.012882107514392001,-0.0017004819531652
0.0031011689265747783,0.0376939097538836,0.010706782541287888,-0.001462292105978967
0.0031011689265747783,0.03224590545296395,0.008858186930499331,-0.0011752650345975427
